H0013797	1838-03	Wilhelm Weber auf der Reise nach London in Berlin. H. lädt Weber und Poggendorff zu einem Mittwoch um 10 Uhr zum Frühstück ein.	{H0005221=Berlin|H0005221, H0011492=London|H0011492}	{H0002047=Poggendorff|H0002047|https://upload.wikimedia.org/wikipedia/commons/6/69/Johann_Christian_Poggendorff.jpg, H0006276=Wilhelm Weber|H0006276|https://upload.wikimedia.org/wikipedia/commons/5/55/Wilhelm_Eduard_Weber_II.jpg}	[]
H0014682	1797-08-20	H. bereitet sich bis Mitte Oktober in Wien (B: 19.8.) auf die geplante Reise nach „Westindien“ vor (Brief an Freiesleben, Ende Aug. 1797). Wahrscheinlich von Wien aus Reise nach Ödenburg (B: 25.8. zwischen Esterhaz und Ödenburg) über die ungarische Ebene, gemeinsam mit von Haeftens und dem mit H. von der Hamburger Handelsakademie her befreundeten Nicolaus Diedrich Böthlingk (1773–1839).	{H0007952=Westindien|H0007952, H0007962=Wien|H0007962}	{H0000264=Freiesleben|H0000264|https://upload.wikimedia.org/wikipedia/commons/f/f9/Johann_Carl_Freiesleben_1774-1846_%2801%29.JPG}	[]
H0014683	1797-10-21	H. reist an diesem oder am nächsten Tage von Wien über Linz nach Salzburg, mit Aufenthalt in Gmunden, am Traunfall und Traunsee.	{H0007962=Wien|H0007962, H0009764=Salzburg|H0009764, H0011452=Linz|H0011452}	{}	[]
H0014684	1797-10-26	H. trifft in Salzburg ein; beginnt am 27.10., die Polhöhe zu bestimmen.	{H0009764=Salzburg|H0009764}	{}	[]
H0014685	1797-11-07	H. reist von Salzburg über Fuschler See, St. Gilgen nach Ischl. Hier trifft er mit dem Geologen Leopold von Buch zusammen. Weitere gemeinsame Reiseroute: Ischler Salzberg (8.11.), Hallstatt (9.11.), Hallstätter Salzberg und mutmaßlich noch bis Aussee (10.11.), Aussee und Altaussee sowie Saline Aussee und Bergwerk am Sandling (11.11.), Aussee, Grisern, St. Gilgen (12.11.).	{H0006729=Ischl|H0006729, H0009764=Salzburg|H0009764}	{H0003735=Leopold von Buch|H0003735|https://upload.wikimedia.org/wikipedia/commons/7/75/Leopold_von_Buch%2C_Carl_Josef_Begas%2C_C_Fischer_%281850%29.jpg}	[]
H0014686	1797-11-13	H. trifft wieder in Salzburg ein.	{H0009764=Salzburg|H0009764}	{}	[]
H0014687	1797-11-28	H. besucht mit Leopold von Buch die Eiskapelle am Fuße des Watzmann.	{}	{H0003735=Leopold von Buch|H0003735|https://upload.wikimedia.org/wikipedia/commons/7/75/Leopold_von_Buch%2C_Carl_Josef_Begas%2C_C_Fischer_%281850%29.jpg}	[]
H0014688	1797-12-03	H. in Berchtesgaden.	{H0005209=Berchtesgaden|H0005209}	{}	[]
H0014689	1797-12-18	Höhenmessung des Gaisbergs bei Salzburg.	{H0009764=Salzburg|H0009764}	{}	[]
H0014943	1850-01-26	H. abends 5–6 Uhr bei Johannes Müller	{}	{H0014420=Johannes Müller|H0014420|https://upload.wikimedia.org/wikipedia/commons/f/f0/Johannes_Peter_M%C3%BCller.jpg}	[]
H0014944	1850-02-04	Friedrich Althaus besucht H. in der Oranienburger Straße 67.	{}	{}	[]
H0014945	1850-02-07	H. abends bei Johannes Müller.	{}	{H0014420=Johannes Müller|H0014420|https://upload.wikimedia.org/wikipedia/commons/f/f0/Johannes_Peter_M%C3%BCller.jpg}	[]
H0014946	1850-03-13	Friedrich Althaus besucht H. in der Oranienburger Straße 67.	{}	{}	[]
H0014947	1850-03-22	Der Botaniker Karl Sigismund Kunth (geb. 1788) begeht Selbstmord.	{}	{H0001517=K. S. Kunth|H0001517|https://upload.wikimedia.org/wikipedia/commons/9/99/Kunth.jpg}	[]
H0014948	1850-05-04	Die Preußische Akademie der Wissenschaften bestellt bei Christian Daniel Rauch eine Marmorbüste H.s zur Aufstellung in der Akademie.	{}	{H0000746=Christian Daniel Rauch|H0000746|https://upload.wikimedia.org/wikipedia/commons/d/d6/Christian_Daniel_Rauch_2.JPG}	[]
H0014949	1850-05-26	Friedrich Althaus besucht H. in der Oranienburger Straße 67.	{}	{}	[]
H0014950	1850-05-31	H. bettlägerig wegen Grippe und Magenbeschwerden.	{}	{}	[]
H0014951	1850-06-06	H. trägt sich in Berlin in ein Gedenkalbum für die bei der Unterdrückung der Revolution 1848/1849 ums Leben gekommenen preußischen Soldaten ein.	{H0005221=Berlin|H0005221}	{}	[]
H0014952	1850-06-29	Friedrich Althaus besucht H. in der Oranienburger Straße 67.	{}	{}	[]
H0014953	1850-08-03	Der Schauspieler Louis Schneider liest in Anwesenheit H.s dem König Friedrich Wilhelm IV. vor.	{}	{H0002178=König|H0002178|https://upload.wikimedia.org/wikipedia/commons/f/fd/FWIV.jpg}	[]
H0014954	1850-08-04	Eine Delegation der Berliner Akademie der Wissenschaften sucht H. anläßlich seiner 50jährigen Mitgliedschaft in Potsdam auf. H. speist mit den Delegierten im Bahnhofsrestaurant. Die Geselligkeit dauert sechs Stunden.	{H0008392=Potsdam|H0008392}	{}	[]
H0014955	1850-08-06	Friedrich Althaus besucht H. in der Oranienburger Straße 67.	{}	{}	[]
H0014956	1850-08-20	H. setzt sich in einer Botschaft an die Schriftführer des Friedenskongresses zu Frankfurt/Main für „Entwicklung und Vervollkommnung freier Institutionen“ und gegen jeden „rohen Ausbruch der Gewalt“ ein.	{}	{}	[]
H0014957	1850-09-01	H. trifft Varnhagen von Ense in der Berliner Kunstausstellung und läßt ihn wissen, das George Ticknor ihn besuchen wolle.	{}	{H0002776=Varnhagen von Ense|H0002776|https://upload.wikimedia.org/wikipedia/commons/2/2c/Karl-Varnhagen-von-Ense-1839-Zeichnung-von-Samuel-Friedrich-Diez.jpg, H0003970=George Ticknors|H0003970|https://upload.wikimedia.org/wikipedia/commons/f/f7/George_Ticknor.jpg}	[]
H0014958	1850-09-13	Carl Gustav Carus besucht H.; am Abend reist H. für einige Tage nach Magdeburg, um bei Adelheid und August von Hedemann seinen Geburtstag (14.9.) zu verleben und so allen Feierlichkeiten aus dem Wege zu gehen. Am 16.9. ist er wieder in Potsdam.	{H0008392=Potsdam|H0008392, H0008576=Magdeburg|H0008576}	{H0011728=August von Hedemann|H0011728|https://upload.wikimedia.org/wikipedia/commons/2/23/August_von_Hedemann_1785-1859.jpg, H0012918=Carl Gustav Carus|H0012918|https://upload.wikimedia.org/wikipedia/commons/1/11/Carl_Gustav_Carus_Portrait.JPG}	[]
H0014959	1850-10-15	H. reist für zwei bis drei Tage mit Friedrich Wilhelm IV. nach Paretz.	{H0008113=Paretz|H0008113}	{H0002178=König|H0002178|https://upload.wikimedia.org/wikipedia/commons/f/fd/FWIV.jpg}	[]
H0014960	1850-12-15	Um den 15.12. erhält H. die ersten Exemplare der 1. Lieferung des 3. Bandes des „Kosmos“ (Kap. 1–6).	{}	{}	[]
H0014942	1766-10-19	Marie Elisabeth, geb. Colomb, verwitwete von Hollwede (geb. 8.12.1741 in Berlin) und der Obristwachtmeister (Major) a.D. und preußische Kammerherr Alexander Georg von Humboldt (geb. 22.9.1720 in Zamenz, Kreis Neustettin) heiraten auf dem Gut Lancke im Kirchenkreis Bernau bei Berlin.	{H0005221=Berlin|H0005221}	{}	[]
H0014798	1803-01-04	H. geht in Guayaquil an Land. Er bleibt dort bis zum 17.2. Vom 31.1.–7.2. Fahrt auf dem Río de Guayaquil (Río Babahoyo) in das Landesinnere, um den Ausbruch des Cotopaxi (seit 4.1.) zu beobachten; Insel Los Cales (31.1.), Samborondón (l.2.), Garzal (4.–6.2.), Las Bodegas de Babahoyo (6.2.). Am 7.2. wieder in Guayaquil.	{H0005044=Babahoyo|H0005044, H0007607=Cotopaxi|H0007607, H0011115=Guayaquil|H0011115}	{}	[]
H0014799	1803-02-17	Erneute Einschiffung an Bord der „Orue“ oder „Atlante“ zur Fortsetzung der Reise nach Acapulco (Mexiko). H. überquert zum zweiten und letzten Mal den Äquator (26./27.2.).	{H0002309=Acapulco|H0002309, H0002500=Äquator|H0002500}	{}	[]
H0014800	1803-03-16	H. beobachtet einen Sternschnuppenfall in der Südsee.	{H0010384=Südsee|H0010384}	{}	[]
H0014801	1803-03-22	Landung in Acapulco. H. reist am 29.3. auf dem Landwege nach Mexiko-Stadt weiter. Reiseroute: La Moxonera (l.4.), Chilpancingo (2.4.), Zumpango, Sopilote (3.4.), Mezcala, Estola (4.4.), Tepecoacuilco (6.4.), Taxco, Tehuilotépec (6./8.4.), Puente de Ixtla (9./10.4.).	{H0002309=Acapulco|H0002309, H0007383=Chilpancingo|H0007383, H0008845=Mexiko-Stadt|H0008845, H0009280=Taxco|H0009280, H0015035=Zumpango|H0015035}	{}	[]
H0014802	1803-04-12	H. trifft in Mexiko-Stadt ein. Von Exkursionen abgesehen, bleibt er dort bis zum 20.1.1804.	{H0008845=Mexiko-Stadt|H0008845}	{}	[]
H0014803	1803-05-13	H. tritt eine bis zum 26.5. dauernde Exkursion zu den Bergwerken von Pachuca, Real del Monte und Morán an. Reiseroute: Carpio (13./14.5.), San José Gasave, Pachuca (15.5.), Morán (15.–18.5.), Gruben des Grafen von Regla (19.–21.5.; am 20.5. Aufstieg auf den Cerro Las Navajas), Atotonilco (21./22.5.), Actopan (23.–25.5.); Rückkehr nach Mexiko-Stadt über Tisayuca und Carpio (25./26.5.).	{H0002321=Actopan|H0002321, H0008007=Pachuca|H0008007, H0008845=Mexiko-Stadt|H0008845, H0009902=San José|H0009902, H0010439=Real del Monte|H0010439}	{}	[]
H0014804	1803-05-28	H. in San Agustín de las Cuevas am See von Xochimilco (B: bis 2.6.).	{H0006771=Xochimilco|H0006771, H0009781=San Agustín|H0009781}	{}	[]
H0014805	1803-06-08	Von diesem Tage an beschäftigt sich H. mit der konfiszierten Sammlung mexikanischer Bilderhandschriften des Mailänders Lorenzo Boturini im Archiv des vizeköniglichen Sekretariats.	{}	{}	[]
H0014806	1803-08-01	Abreise aus Mexiko-Stadt; Exkursion bis Ende September, zunächst nach Huehuetoca, erste Besichtigung des Real Desagüe (Entwässerungsanlage) bei Mexiko-Stadt (1./2.8.).	{H0006928=Huehuetoca|H0006928, H0008845=Mexiko-Stadt|H0008845}	{}	[]
H0014807	1803-08-02	Nach Arroyo Sarco, Querétaro (bis 5.8.)	{H0010757=Querétaro|H0010757}	{}	[]
H0014808	1803-08-07	Nach Salamanca und zu den Bergwerken von Guanajuato (bis 10.9.; H. gibt ein sehr ausführliches Gutachten ab). Abschluß der bergbaulichen Untersuchungen am 6.9.; H. bezeichnet diese Zeit als eine der anstrengendsten seines Lebens.	{H0009748=Salamanca|H0009748, H0011028=Guanajuato|H0011028}	{}	[]
H0014809	1803-09-08	Exkursion zu den heißen Quellen von San José de Comanjillas. Weitere Reiseroute: Übergang über den Río Grande, Valle de Santiago (11.9.), Valladolid (14./15.9.), Besteigung des Jorullo (19.9.). Rückreise: Pátzcuaro (21.9.), Valladolid (23./24.9.), Acámbaro, Maravatío, Ixtlahuaca, Stadt und Vulkan Toluca (Vulkan Toluca: 28.–29.9.).	{H0002307=Acámbaro|H0002307, H0006758=Ixtlahuaca|H0006758, H0008164=Pátzcuaro|H0008164, H0009087=Valladolid|H0009087, H0009092=Valle de Santiago|H0009092, H0009458=Toluca|H0009458, H0009902=San José|H0009902}	{}	[]
H0014810	1803-09-29	4 Uhr früh: Abreise von der Stadt Toluca nach Mexiko-Stadt.	{H0008845=Mexiko-Stadt|H0008845, H0009458=Toluca|H0009458}	{}	[]
H0014811	1803-10-17	H. nimmt bis 21.10. an Prüfungen im Colegio de Minería teil, mit dessen Direktor und Gründer Fausto de Elhuyar (1755–1833) er näher bekannt wird. Er erneuert seine Bekanntschaft mit dem Bergingenieur Manuel Del Río (1764–1849), der in Freiberg sein Kommilitone war. H. erhält eine an die Gründung des Tribunal de Minería erinnernde Medaille.	{H0004805=Freiberg|H0004805}	{H0000927=Manuel Del Río|H0000927|https://upload.wikimedia.org/wikipedia/commons/1/11/Del_Rio.jpg, H0005899=Fausto de Elhuyar|H0005899|https://upload.wikimedia.org/wikipedia/commons/d/d6/Fausto_Elhuyar.jpg}	[]
H0015075	1778-05-20	Goethe zu Gast in Tegel, wo H. seine Kindheit verbringt.	{H0009286=Tegel|H0009286}	{H0013530=Goethe|H0013530|https://upload.wikimedia.org/wikipedia/commons/0/0e/Goethe_%28Stieler_1828%29.jpg}	[]
H0000642	1828-01-02	H. wird Ehrenmitglied der Königlichen botanischen Gesellschaft.	{}	{}	[]
H0000643	1828-01-04	Der Bildhauer Christian Daniel Rauch beendet das Modell einer Medaille zu Ehren H.s.	{}	{H0000746=Christian Daniel Rauch|H0000746|https://upload.wikimedia.org/wikipedia/commons/d/d6/Christian_Daniel_Rauch_2.JPG}	[]
H0000644	1828-02-26	H. nimmt den Vorschlag des russischen Finanzministers Georg Graf von Cancrin an, 1829 eine Forschungsreise nach Russland und Russisch-Asien durchzuführen.	{H0010689=Russland|H0010689}	{H0012872=Grafen Georg von Cancrin|H0012872|https://upload.wikimedia.org/wikipedia/commons/d/d4/Kankrin_Egor_Francevich.png}	[]
H0000645	1828-03-12	H. schließt mit J. G. von Cotta einen Vertrag über die Veröffentlichung der „Kosmos“-Vorlesungen.	{}	{}	[]
H0000648	1828-03-27	Letzter Vortrag H.s in der Singakademie.	{}	{}	[]
H0000646	1828-04-20	H. nimmt am Fest-Diner zum 50jährigen Dienstjubiläum des Plankammer-Inspektors Reymann teil.	{}	{}	[]
H0000647	1828-04-26	Letzte Vorlesung H.s an der Universität zu Berlin.	{}	{}	[]
H0000649	1828-05-31	Großherzog Carl August von Weimar weilt bis zum 13.6. in Potsdam und Charlottenburg. H. begleitet ihn während des Aufenthaltes.	{H0007341=Charlottenburg|H0007341, H0008392=Potsdam|H0008392}	{}	[]
H0000650	1828-07	H. zum ersten Mal in Begleitung Friedrich Wilhelms III. in Teplitz. Er wohnt im Herrenhaus am Badeplatz. (H. begleitet den König insgesamt zehnmal auf diesen jährlichen Badereisen: 1828, 1830 und von 1832–1839; s. u.). 3.7.: H. in Nollendorf auf der Durchreise (barometrische Höhenmessung) 11.7.: Messung der magnetischen Inklination auf dem Spitalberg bei Teplitz. H. reist von Teplitz nach Prag (19. und 20.7.; erdmagnetische und barometrische Messungen mit dem Physiker und Astronomen Cassian Hallaschka) und Obrzistwy (Verhandlungen wegen des Ankaufs der Antikensammlung des verstorbenen Generals Franz Freiherr von Koller durch Preußen). Reisedaten Friedrich Wilhelm III.: 1.7. Abreise, 2.7. 5:45 Uhr Ankunft in Teplitz.	{H0008398=Prag|H0008398, H0008406=Preußen|H0008406, H0009328=Teplitz|H0009328, H0017220=Nollendorf|H0017220}	{H0002177=König|H0002177|https://upload.wikimedia.org/wikipedia/commons/7/76/Friedrich_Wilhelm_III.%2C_K%C3%B6nig_von_Preu%C3%9Fen_%28unbekannter_Maler%29.jpg, H0011606=Cassian Hallaschka|H0011606|https://upload.wikimedia.org/wikipedia/commons/4/4d/Franz_Ignaz_Cassian_Halaschka_%281905_reprint%29.png}	[]
H0000651	1828-07-21	H. wieder in Teplitz. Er macht, begleitet von dem Bau-Kondukteur Ferdinand Böhm, eine Exkursion durch das Böhmische Mittelgebirge und stellt barometrische Höhenmessungen an.	{H0009328=Teplitz|H0009328}	{}	[]
H0000652	1828-07-23	H. von Teplitz aus in Altenberg. Er besteigt den Geisingberg zu Höhenmessungen und führt Temperaturmessungen in einem Schacht von Hinter-Zinnwald durch.	{H0009328=Teplitz|H0009328}	{}	[]
H0000653	1828-07-26	H. misst auf dem Porphyrschieferberg die magnetische Inklination.	{}	{}	[]
H0000654	1828-07-29	H. erneut in Nollendorf zu Höhenbestimmungen.	{H0017220=Nollendorf|H0017220}	{}	[]
H0000655	1828-07-30	H. besucht Freiberg in Sachsen und die Bergakademie. Er führt erdmagnetische Messungen (am 30.7. auch unter Tage und am 31.7.) aus. Er wohnt (30./31.7.) im „Schwarzen Ross“.	{H0004805=Freiberg|H0004805, H0009710=Sachsen|H0009710}	{}	[]
H0000656	1828-08-10	H. auf der Rückreise mit dem späteren König Wilhelm I. von Preußen bei dem späteren König Johann von Sachsen. Reisedaten Friedrich Wilhelm III.: 29.7. Rückreise über Pillnitz, Diner bei König Johann von Sachsen, 30.7. Ankunft in Potsdam.	{H0008392=Potsdam|H0008392}	{H0002173=Wilhelm I.|H0002173|https://upload.wikimedia.org/wikipedia/commons/4/43/1879_Buelow_Kaiser_Wilhelm_I_anagoria.JPG, H0002177=König|H0002177|https://upload.wikimedia.org/wikipedia/commons/7/76/Friedrich_Wilhelm_III.%2C_K%C3%B6nig_von_Preu%C3%9Fen_%28unbekannter_Maler%29.jpg}	[]
H0000657	1828-08-03	H. führt in Dresden eine Vergleichung seines Barometers durch.	{H0005565=Dresden|H0005565}	{}	[]
H0000658	1828-08-05	H. nach einem Monat Abwesenheit wieder in Berlin.	{H0005221=Berlin|H0005221}	{}	[]
H0000659	1828-08-30	H. muss um 11 Uhr nach Schloss Grunewald, wo Friedrich Wilhelm III. den Geburtstag der Fürstin von Liegnitz feiern möchte. Déjeuner dinatoire auf Schloss Grunewald.	{}	{H0002177=König|H0002177|https://upload.wikimedia.org/wikipedia/commons/7/76/Friedrich_Wilhelm_III.%2C_K%C3%B6nig_von_Preu%C3%9Fen_%28unbekannter_Maler%29.jpg, H0004533=Fürstin von Liegnitz|H0004533|https://upload.wikimedia.org/wikipedia/commons/f/f8/Auguste_Fuerstin_Liegnitz.jpg}	[]
H0000660	1828-08-31	J. J. Berzelius reist in Begleitung von Gustav Magnus nach Berlin und besucht zuerst H. in Potsdam, der ihn dem Kronprinzen (dem späteren König Friedrich Wilhelm IV.) vorstellt.	{H0005221=Berlin|H0005221, H0008392=Potsdam|H0008392}	{H0002178=König|H0002178|https://upload.wikimedia.org/wikipedia/commons/f/fd/FWIV.jpg, H0003302=Jöns Jacob Berzelius|H0003302|https://upload.wikimedia.org/wikipedia/commons/b/b0/J%C3%B6ns_Jacob_Berzelius_from_Familj-Journalen1873.png, H0013863=Gustav Magnus|H0013863|https://upload.wikimedia.org/wikipedia/commons/e/eb/Heinrich_Gustav_Magnus.jpg}	[]
H0000661	1828-09-03	H. gibt ein Frühstück für den in Berlin zur Naturforscherversammlung anwesenden Charles Babbage. Gäste u.a.: der Physiker Paul Erman, der Geologe Friedrich Hoffmann, der Mathematiker Peter Gustav Lejeune Dirichlet. Während des Frühstücks kommt auch Felix Mendelssohn Bartholdy.	{H0005221=Berlin|H0005221}	{H0003011=Charles Babbage|H0003011|https://upload.wikimedia.org/wikipedia/commons/8/82/CharlesBabbage.jpg, H0005975=Paul Erman|H0005975|https://upload.wikimedia.org/wikipedia/commons/c/c6/Paul_Erman.jpg, H0012314=Dirichlet|H0012314|https://upload.wikimedia.org/wikipedia/commons/3/32/Peter_Gustav_Lejeune_Dirichlet.jpg, H0014127=Felix Mendelssohn Bartholdy|H0014127|https://upload.wikimedia.org/wikipedia/commons/8/87/Mendelssohn_Bartholdy.jpg}	[]
H0000662	1828-09-06	H. wird von der Universität Bonn zum Dr. med. h.c. promoviert.	{}	{}	[]
H0000663	1828-09-14	Carl Friedrich Gauß trifft um 20 Uhr in Berlin ein. Er wohnt bei H.	{H0005221=Berlin|H0005221}	{H0013366=Gauß|H0013366|https://upload.wikimedia.org/wikipedia/commons/9/9b/Carl_Friedrich_Gauss.jpg}	[]
H0000664	1828-09-15	Gauß möchte Babbage kennenlernen. H. lädt daher Babbage zusammen mit Encke, Crelle und Dirichlet zum Frühstück in seine Wohnung ein.	{}	{H0003011=Charles Babbage|H0003011|https://upload.wikimedia.org/wikipedia/commons/8/82/CharlesBabbage.jpg, H0005930=Johann Franz Encke|H0005930|https://upload.wikimedia.org/wikipedia/commons/1/1d/Johann_Franz_Encke.jpg, H0012314=Dirichlet|H0012314|https://upload.wikimedia.org/wikipedia/commons/3/32/Peter_Gustav_Lejeune_Dirichlet.jpg, H0013240=Crelle|H0013240|https://upload.wikimedia.org/wikipedia/commons/d/d8/August_Leopold_Crelle.jpg, H0013366=Gauß|H0013366|https://upload.wikimedia.org/wikipedia/commons/9/9b/Carl_Friedrich_Gauss.jpg}	[]
H0000665	1828-09-18	VII. Versammlung der Gesellschaft deutscher Naturforscher und Ärzte („Naturforscherversammlung“) bis 24.9. in Berlin. H. führt den Vorsitz der Veranstaltung, an der etwa 600 Personen teilnehmen; H. hält die Eröffnungsrede am 18.9. in der Singakademie. Um 14 Uhr gibt H. in der Gaststätte von Bayermann ein Diner; eingeladen sind: Babbage, Head, Dirichlet, Encke, Lichtenstein. Am Abend gibt H. einen Tee-Empfang im Konzertsaal des Schauspielhauses mit Musik und Gesang; König Friedrich Wilhelm III. ist anwesend. C. F. Gauß, der bedeutendste Teilnehmer, wohnt bei H. H. gibt mehrfach zu Ehren namhafter Teilnehmer ein Frühstück. Am 20.9. eröffnet H. die Sitzung der mineralogischen Sektion; am 24.9. zeigt er auf der Sitzung der zoologischen Sektion Versuche über die galvanische Wirkung bei Unterbindung der Nerven; am gleichen Tage schließt er die Versammlung.	{H0005221=Berlin|H0005221}	{H0002177=König|H0002177|https://upload.wikimedia.org/wikipedia/commons/7/76/Friedrich_Wilhelm_III.%2C_K%C3%B6nig_von_Preu%C3%9Fen_%28unbekannter_Maler%29.jpg, H0003011=Charles Babbage|H0003011|https://upload.wikimedia.org/wikipedia/commons/8/82/CharlesBabbage.jpg, H0004521=Lichtenstein|H0004521|https://upload.wikimedia.org/wikipedia/commons/f/f3/Martin_Lichtenstein.jpg, H0005930=Johann Franz Encke|H0005930|https://upload.wikimedia.org/wikipedia/commons/1/1d/Johann_Franz_Encke.jpg, H0012314=Dirichlet|H0012314|https://upload.wikimedia.org/wikipedia/commons/3/32/Peter_Gustav_Lejeune_Dirichlet.jpg, H0013366=Gauß|H0013366|https://upload.wikimedia.org/wikipedia/commons/9/9b/Carl_Friedrich_Gauss.jpg}	[]
H0000666	1828-09-28	H. fährt nach Paretz ( bis 2.10.). Der König ist am 26./27.9. und vom 3. bis 6.10. in Paretz.	{H0008113=Paretz|H0008113}	{H0002177=König|H0002177|https://upload.wikimedia.org/wikipedia/commons/7/76/Friedrich_Wilhelm_III.%2C_K%C3%B6nig_von_Preu%C3%9Fen_%28unbekannter_Maler%29.jpg}	[]
H0000667	1828-10-10	H. beantragt bei Friedrich Wilhelm III. den Ankauf des großen Fraunhoferschen Refraktors für die Berliner Sternwarte.	{}	{H0002177=König|H0002177|https://upload.wikimedia.org/wikipedia/commons/7/76/Friedrich_Wilhelm_III.%2C_K%C3%B6nig_von_Preu%C3%9Fen_%28unbekannter_Maler%29.jpg}	[]
H0000668	1828-12	Im Garten des Stadtrats Abraham Mendelssohn Bartholdy (1776–1835) in der Leipziger Straße Nr. 3 (heute befindet sich dort das Gebäude des Bundesrates) stellt H. zusammen mit befreundeten Gelehrten in einem auf seine Veranlassung errichteten „eisenfreien magnetischen Häuschen“ regelmäßige Beobachtungen der magnetischen Abweichung und Intensität an, die mit gleichfalls von H. angeregten Messungen anderer Stationen in und außerhalb Deutschlands korrespondieren (vgl. 11. Februar 1830).	{H0005517=Deutschlands|H0005517}	{H0014096=Abraham Mendelssohn Bartholdy|H0014096|https://upload.wikimedia.org/wikipedia/commons/1/15/Abraham_Mendelssohn_Bartholdy_-_Zeichnung_von_Wilhelm_Hensel_1823.jpg}	[]
H0014884	1801-01	H. unternimmt eine Exkursion in das Innere Kubas; er besucht u.a. die Hacienda del Fondadero (B: 1./2.2.), die Hacienda de Río Blanco (B: 14.2.), die Hacienda del Almirante (B: 15./16.2.), die Hacienda de San Antonio (B: 17.2.). Kurz danach trifft H. wieder in Havanna (B: 21.2.) ein. H. ändert seinen ursprünglichen Reiseplan, zunächst Mexiko aufzusuchen und sich von dort nach den Philippinen zu begeben. Statt dessen wählt er den Landweg nach Perú, in der nicht in Erfüllung gehenden Hoffnung, sich der Weltreise des Kapitäns Thomas-Nicolas Baudin anzuschließen. H. teilt seine und Bonplands Pflanzensammlungen in drei, ungefähr die gleichen Species enthaltende Teile, von denen einer in Havanna verbleibt. Die beiden anderen für London und Paris bestimmten Sendungen gehen verloren.	{H0000494=Kuba|H0000494, H0006819=Havanna|H0006819, H0008129=Paris|H0008129, H0008229=Perú|H0008229, H0008248=Philippinen|H0008248, H0010515=Río Blanco|H0010515, H0011492=London|H0011492}	{H0003136=Thomas-Nicolas Baudin|H0003136|https://upload.wikimedia.org/wikipedia/commons/a/aa/Nicolas_Baudin_AGE_V07_1801.jpg, H0003476=Bonpland|H0003476|https://upload.wikimedia.org/wikipedia/commons/5/5a/Bonpland_Aim%C3%A9_1773-1858.jpg}	[]
